anno,IstatComune,Regione,Provincia,Comune,Popolazione,Dato riferito a,Frazione umida(1) (t),Verde (t),Carta e cartone (t),Vetro (t),Legno (t),Metallo (t),Plastica (t),RAEE (t),Tessili (t),Selettiva (t),Rifiuti da C e D (t),Pulizia stradale a recupero (t),Ingombranti misti a recupero (t),Altro (t),Totale RD (t),Ingombranti a smaltimento (t),Indifferenziato (t),Totale RU (t),Percentuale RD (%)
2020,060064,Lazio,Frosinone,SAN GIOVANNI INCARICO,3177,Comune,99.580,-,73.980,140.446,-,7.252,26.289,8.730,3.540,-,-,-,20.500,10.243,390.560,-,620.240,1010.800,38.64
2020,060070,Lazio,Frosinone,SAN VITTORE DEL LAZIO,2456,Comune,185.420,22.020,75.860,152.703,-,8.531,30.935,10.160,1.780,0.060,-,-,37.420,13.111,538.000,-,296.820,834.820,64.45
2020,060065,Lazio,Frosinone,SANT'AMBROGIO SUL GARIGLIANO,893,Comune,-,-,31.460,55.749,-,3.523,12.772,2.585,-,-,-,-,9.255,4.976,120.320,-,24.400,144.720,83.14
2020,060066,Lazio,Frosinone,SANT'ANDREA DEL GARIGLIANO,1317,Comune,38.840,-,31.940,71.480,-,4.233,15.347,3.070,-,-,-,-,8.330,5.980,179.220,-,108.360,287.580,62.32
2020,060067,Lazio,Frosinone,SANT'APOLLINARE,1841,Comune,-,-,54.725,73.975,2.824,4.822,19.756,6.740,18.634,0.089,-,-,23.020,6.298,210.883,-,345.060,555.943,37.93
2020,060068,Lazio,Frosinone,SANT'ELIA FIUMERAPIDO,5738,Comune,347.000,27.960,196.220,338.746,-,19.553,70.883,13.940,46.830,0.525,-,-,81.080,27.618,1170.355,-,836.360,2006.715,58.32
2020,060069,Lazio,Frosinone,SANTOPADRE,1244,Comune,-,-,-,-,-,-,-,-,-,-,-,-,11.100,-,11.100,-,325.780,336.880,3.30
2020,060071,Lazio,Frosinone,SERRONE,3000,Comune,244.260,-,99.450,62.909,-,20.214,118.480,18.565,8.800,2.287,4.049,-,102.620,13.749,695.383,-,262.060,957.443,72.63
2020,060072,Lazio,Frosinone,SETTEFRATI,698,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060073,Lazio,Frosinone,SGURGOLA,2419,Comune,152.900,1.050,75.400,96.355,-,5.314,19.238,14.820,-,0.190,-,-,35.620,7.503,408.390,-,300.720,709.110,57.59
2020,060074,Lazio,Frosinone,SORA,25395,Comune,2547.220,538.950,1405.490,934.480,244.840,30.240,853.860,223.337,181.390,11.509,132.950,-,-,-,7104.266,-,4282.740,11387.006,62.39
2020,060075,Lazio,Frosinone,STRANGOLAGALLI,2328,Comune,103.360,-,89.250,147.011,-,9.954,36.085,8.080,2.280,0.171,-,5.040,10.840,14.060,426.131,-,246.380,672.511,63.36
2020,060076,Lazio,Frosinone,SUPINO,4768,Comune,335.700,8.880,119.980,292.835,3.380,14.367,46.645,9.740,-,1.031,2.080,3.000,46.030,18.794,902.461,6.280,512.637,1421.378,63.49
2020,060077,Lazio,Frosinone,TERELLE,306,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060078,Lazio,Frosinone,TORRE CAJETANI,1314,Comune,-,-,13.940,41.960,2.240,1.111,23.233,4.380,5.930,0.090,-,-,6.630,8.560,108.074,-,266.015,374.089,28.89
2020,060079,Lazio,Frosinone,TORRICE,4740,Comune,382.400,-,178.220,288.244,-,18.230,66.087,20.995,-,15.560,-,-,-,25.749,995.485,20.840,365.305,1381.630,72.05
2020,060080,Lazio,Frosinone,TREVI NEL LAZIO,1782,Comune,-,-,5.725,3.360,-,1.348,4.195,-,5.940,0.070,-,-,13.190,3.610,37.438,-,1202.880,1240.318,3.02
2020,060081,Lazio,Frosinone,TRIVIGLIANO,1619,Comune,90.260,-,33.403,86.738,2.960,4.347,16.728,3.290,11.670,0.230,-,-,-,5.914,255.539,-,187.015,442.554,57.74
2020,060082,Lazio,Frosinone,VALLECORSA,2495,Comune,170.260,-,67.240,151.564,-,9.327,33.772,8.040,2.450,0.120,-,-,16.730,13.518,473.020,-,117.100,590.120,80.16
2020,060083,Lazio,Frosinone,VALLEMAIO,904,Comune,-,-,12.800,39.768,-,2.059,7.465,2.010,-,-,-,-,5.570,2.909,72.580,-,100.840,173.420,41.85
2020,060084,Lazio,Frosinone,VALLEROTONDA,1415,Comune,-,-,-,-,-,-,-,-,0.560,0.530,-,-,16.320,0.180,17.590,-,605.140,622.730,2.83
2020,060085,Lazio,Frosinone,VEROLI,19626,Comune,1347.200,49.740,690.640,1287.445,-,66.399,240.698,82.865,-,6.174,-,80.080,173.050,93.789,4118.079,-,2974.500,7092.579,58.06
2020,060086,Lazio,Frosinone,VICALVI,735,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060087,Lazio,Frosinone,VICO NEL LAZIO,2110,Comune,155.120,-,44.000,137.840,-,7.036,25.506,15.850,7.560,-,-,-,-,9.938,402.850,15.780,196.420,615.050,65.50
2020,060088,Lazio,Frosinone,VILLA LATINA,1156,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,060089,Lazio,Frosinone,VILLA SANTA LUCIA,2547,Comune,200.280,-,84.680,176.388,-,12.183,44.161,-,12.730,0.290,-,-,36.080,17.207,584.000,-,187.160,771.160,75.73
2020,060090,Lazio,Frosinone,VILLA SANTO STEFANO,1669,Comune,63.840,-,38.560,113.623,-,5.309,36.028,-,1.250,-,-,-,-,7.500,266.110,-,187.380,453.490,58.68
2020,060091,Lazio,Frosinone,VITICUSO,302,Vedi aggregazione: Unione Comuni 'Val Comino',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,059001,Lazio,Latina,APRILIA,73296,Comune,8995.870,1458.260,3363.890,3873.626,1113.085,577.005,1257.179,472.140,105.500,95.907,1078.960,380.380,1346.340,594.980,24713.122,-,8370.560,33083.682,74.70
2020,059002,Lazio,Latina,BASSIANO,1456,Comune,107.440,23.880,59.460,73.678,-,16.838,41.327,29.280,-,-,-,-,34.140,16.117,402.160,-,101.420,503.580,79.86
2020,059003,Lazio,Latina,CAMPODIMELE,565,Comune,59.180,-,16.730,25.730,-,3.200,23.570,2.900,0.470,-,-,-,-,-,131.780,-,85.740,217.520,60.58
2020,059004,Lazio,Latina,CASTELFORTE,4235,Comune,513.940,49.660,204.370,139.050,-,19.954,151.520,10.970,-,1.775,-,-,166.900,-,1258.139,-,568.200,1826.339,68.89
2020,059005,Lazio,Latina,CISTERNA DI LATINA,35506,Comune,4650.550,2136.130,921.300,638.052,301.860,163.569,399.957,110.960,136.440,13.820,-,161.340,1196.260,465.042,11295.280,-,10771.480,22066.760,51.19
2020,059006,Lazio,Latina,CORI,10518,Comune,1280.780,55.040,320.680,354.239,12.020,54.867,319.013,38.055,23.820,3.602,5.240,106.620,282.240,2.730,2858.947,-,879.100,3738.047,76.48
2020,059007,Lazio,Latina,FONDI,39114,Comune,7040.870,1076.140,2180.500,2666.590,228.780,211.648,566.066,219.711,194.540,13.430,318.040,257.940,1373.660,220.756,16568.671,-,3139.440,19708.111,84.07
2020,059008,Lazio,Latina,FORMIA,37219,Comune,5240.980,1507.590,2088.785,2107.958,229.170,158.416,419.522,134.239,128.810,23.100,343.720,532.310,902.160,153.358,13970.119,-,5814.850,19784.969,70.61
2020,059009,Lazio,Latina,GAETA,19851,Comune,2473.050,278.780,1067.590,792.300,146.000,208.510,589.810,84.295,58.670,10.160,194.910,258.640,840.540,138.660,7141.915,-,5078.820,12220.735,58.44
2020,059010,Lazio,Latina,ITRI,10327,Comune,1599.830,70.030,511.120,655.388,160.380,66.789,138.337,42.120,50.030,4.880,154.905,64.760,186.340,50.576,3755.485,-,954.000,4709.485,79.74
2020,059011,Lazio,Latina,LATINA,126612,Comune,5766.940,1588.580,3778.480,3023.615,1277.300,568.487,1566.049,469.755,30.430,70.425,1160.880,-,545.980,614.559,20461.480,-,47950.940,68412.420,29.91
2020,059012,Lazio,Latina,LENOLA,4094,Comune,512.120,-,109.060,154.560,53.320,32.510,104.910,19.820,9.050,-,-,-,12.610,-,1007.960,-,466.140,1474.100,68.38
2020,059013,Lazio,Latina,MAENZA,3015,Comune,341.140,-,63.360,107.440,-,27.570,108.200,11.320,5.280,0.060,-,-,41.280,-,705.650,-,238.510,944.160,74.74
2020,059014,Lazio,Latina,MINTURNO,19441,Comune,2669.580,440.440,960.840,984.050,225.820,185.719,551.964,117.490,51.350,14.060,212.490,249.660,442.460,226.797,7332.720,-,3168.160,10500.880,69.83
2020,059015,Lazio,Latina,MONTE SAN BIAGIO,6150,Comune,729.720,39.280,235.580,147.273,28.220,26.484,266.647,14.750,5.210,-,-,-,28.630,32.215,1554.010,-,703.100,2257.110,68.85
2020,059016,Lazio,Latina,NORMA,3722,Comune,327.040,51.330,74.380,329.411,-,50.962,184.770,26.766,9.640,0.147,7.260,-,101.800,72.645,1236.151,-,222.300,1458.451,84.76
2020,059017,Lazio,Latina,PONTINIA,14992,Comune,1053.160,158.300,753.640,683.940,72.080,172.070,301.470,85.960,49.592,5.210,50.860,151.560,103.260,362.960,4004.062,-,2781.220,6785.282,59.01
2020,059018,Lazio,Latina,PONZA,3311,Comune,-,-,99.940,68.209,-,10.552,38.259,8.720,-,6.052,-,-,33.400,14.920,280.052,-,2293.980,2574.032,10.88
2020,059019,Lazio,Latina,PRIVERNO,13708,Comune,2296.420,21.240,561.540,504.533,-,78.055,309.198,37.070,33.190,1.220,0.080,-,267.200,115.405,4225.150,-,1530.420,5755.570,73.41
2020,059020,Lazio,Latina,PROSSEDI,1170,Comune,128.960,-,60.440,75.673,-,11.707,42.446,7.658,5.400,0.120,-,-,27.940,16.553,376.898,-,121.120,498.018,75.68
2020,059022,Lazio,Latina,ROCCA MASSIMA,1087,Comune,107.700,-,47.800,69.201,-,10.706,38.816,9.700,3.140,1.990,-,-,20.960,15.137,325.150,-,128.320,453.470,71.70
2020,059021,Lazio,Latina,ROCCAGORGA,4235,Comune,479.920,11.080,97.360,104.934,31.140,25.634,180.898,6.578,2.200,1.560,23.640,-,-,22.954,987.898,-,274.120,1262.018,78.28
2020,059023,Lazio,Latina,ROCCASECCA DEI VOLSCI,1082,Comune,69.240,-,24.520,80.824,-,2.658,9.639,1.685,-,-,-,-,21.800,3.759,214.125,-,138.940,353.065,60.65
2020,059024,Lazio,Latina,SABAUDIA,19245,Comune,2367.400,811.810,1152.180,1606.425,-,97.652,354.050,73.045,-,7.178,80.800,-,645.400,140.234,7336.173,-,3590.320,10926.493,67.14
2020,059025,Lazio,Latina,SAN FELICE CIRCEO,9725,Comune,1439.520,1943.570,738.700,1016.213,-,85.477,309.910,97.800,27.860,8.241,145.875,124.670,594.180,124.720,6656.736,726.220,2161.850,9544.806,69.74
2020,059026,Lazio,Latina,SANTI COSMA E DAMIANO,6813,Comune,823.700,35.110,392.670,288.080,-,29.367,345.450,21.170,22.800,3.877,1.070,-,130.748,-,2094.042,-,608.270,2702.312,77.49
2020,059027,Lazio,Latina,SERMONETA,10005,Comune,1406.040,217.630,494.290,468.609,77.760,49.946,123.293,38.680,23.750,19.453,-,-,108.650,58.222,3086.323,-,1214.280,4300.603,71.77
2020,059028,Lazio,Latina,SEZZE,23337,Comune,1067.740,27.260,526.240,626.360,-,56.100,330.220,42.508,22.460,-,65.420,-,193.400,-,2957.708,-,6407.740,9365.448,31.58
2020,059029,Lazio,Latina,SONNINO,7500,Comune,588.140,37.420,194.500,388.206,86.040,30.357,77.869,15.770,-,-,-,-,151.460,59.528,1629.290,-,1081.700,2710.990,60.10
2020,059030,Lazio,Latina,SPERLONGA,3117,Comune,822.400,60.280,241.150,499.008,-,17.243,62.518,17.383,-,0.050,25.180,-,58.090,24.381,1827.683,-,685.800,2513.483,72.72
2020,059031,Lazio,Latina,SPIGNO SATURNIA,2897,Comune,467.240,0.620,117.150,110.020,-,8.945,136.860,8.250,11.120,1.811,0.160,3.240,48.150,-,913.566,-,149.080,1062.646,85.97
2020,059032,Lazio,Latina,TERRACINA,43078,Comune,7296.580,1314.830,2406.280,3391.416,609.080,303.038,721.351,299.140,114.740,35.005,123.200,493.220,1448.360,286.695,18842.935,-,6245.660,25088.595,75.11
2020,059033,Lazio,Latina,VENTOTENE,716,Comune,9.600,-,13.010,39.116,3.200,7.017,3.688,-,-,-,-,-,45.480,1.438,122.550,-,381.860,504.410,24.30
2020,057001,Lazio,Rieti,ACCUMOLI,549,Comune,-,-,15.200,-,-,-,2.660,4.220,-,-,-,-,-,-,22.080,-,312.300,334.380,6.60
2020,057002,Lazio,Rieti,AMATRICE,2296,Comune,-,-,-,-,-,-,-,-,-,-,-,-,5.340,-,5.340,-,1031.940,1037.280,0.52
2020,057003,Lazio,Rieti,ANTRODOCO,2376,Comune,16.650,-,83.960,111.937,-,6.007,21.773,12.251,-,0.550,-,-,15.985,8.483,277.596,-,239.910,517.506,53.64
2020,057004,Lazio,Rieti,ASCREA,210,Comune,12.340,-,7.030,11.388,-,0.035,9.467,3.440,-,-,-,-,12.680,0.025,56.405,-,37.750,94.155,59.91
2020,057005,Lazio,Rieti,BELMONTE IN SABINA,638,Comune,36.230,-,13.540,22.561,-,0.126,24.015,4.700,-,-,-,-,7.640,0.089,108.900,-,77.865,186.765,58.31
2020,057006,Lazio,Rieti,BORBONA,599,Comune,34.100,-,-,-,-,-,-,6.740,1.610,0.015,-,-,-,1.860,44.325,13.720,349.460,407.505,10.88
2020,057008,Lazio,Rieti,BORGO VELINO,928,Comune,98.280,-,37.815,53.487,-,5.377,19.488,8.750,4.930,-,-,-,10.295,3.803,242.225,-,109.585,351.810,68.85
2020,057007,Lazio,Rieti,BORGOROSE,4292,Comune,382.560,-,184.660,287.967,40.630,28.233,146.140,28.200,48.150,5.560,64.380,-,30.120,10.920,1257.520,-,447.880,1705.400,73.74
2020,057009,Lazio,Rieti,CANTALICE,2491,Comune,203.659,-,64.755,116.172,-,9.267,33.590,8.610,5.720,0.150,-,-,27.935,6.544,476.403,-,235.540,711.943,66.92
2020,057010,Lazio,Rieti,CANTALUPO IN SABINA,1648,Aggregazione: Unione 'Bassa Sabina',-,15.160,803.700,871.890,276.540,44.060,670.400,118.620,9.460,15.835,-,-,207.600,-,3033.265,-,1917.800,4951.065,61.27
2020,057011,Lazio,Rieti,CASAPROTA,679,Aggregazione: Unione 'Alta Sabina',845.525,16.320,319.610,349.697,-,-,-,89.182,35.370,1.689,-,112.185,299.595,-,2069.172,-,1030.440,3099.612,66.76
2020,057012,Lazio,Rieti,CASPERIA,1194,Comune,89.830,-,44.755,68.558,-,6.770,17.868,3.845,-,0.020,-,-,7.565,3.481,242.691,-,107.798,350.489,69.24
2020,057013,Lazio,Rieti,CASTEL DI TORA,260,Comune,26.415,-,11.955,27.506,-,0.121,19.628,5.760,-,-,2.610,-,14.500,0.085,108.580,-,50.960,159.540,68.06
2020,057015,Lazio,Rieti,CASTEL SANT'ANGELO,1220,Comune,123.795,-,37.215,69.380,-,6.421,23.273,8.438,-,-,-,-,27.130,4.534,300.186,-,113.320,413.506,72.60
2020,057014,Lazio,Rieti,CASTELNUOVO DI FARFA,1020,Aggregazione: Unione dei Comuni della Valle dell'Olio,73.300,-,107.055,67.143,-,33.520,67.030,26.668,13.040,2.974,40.620,-,47.330,11.175,489.854,-,332.507,822.361,59.57
2020,057016,Lazio,Rieti,CITTADUCALE,6529,Comune,732.935,0.600,323.405,349.411,15.840,36.075,135.855,43.773,-,0.705,-,69.945,75.765,25.459,1809.769,-,796.680,2606.449,69.43
2020,057017,Lazio,Rieti,CITTAREALE,412,Comune,-,-,-,5.960,-,-,-,4.300,-,-,-,-,11.000,-,21.260,-,220.400,241.660,8.80
2020,057018,Lazio,Rieti,COLLALTO SABINO,388,Comune,57.765,-,21.777,38.839,-,-,9.184,4.355,-,0.290,-,-,5.800,-,138.010,-,36.345,174.355,79.16
2020,057019,Lazio,Rieti,COLLE DI TORA,354,Comune,27.690,-,12.070,20.790,-,-,18.290,3.100,-,-,-,-,-,-,81.940,14.720,64.450,161.110,50.86
2020,057020,Lazio,Rieti,COLLEGIOVE,132,Comune,7.855,-,3.735,7.595,-,0.002,6.566,0.920,-,-,-,-,4.280,0.001,30.954,-,23.000,53.954,57.37
2020,057021,Lazio,Rieti,COLLEVECCHIO,1528,Comune,45.930,-,48.850,61.070,-,-,43.210,15.389,-,-,-,-,39.120,-,253.569,-,259.444,513.013,49.43
2020,057022,Lazio,Rieti,COLLI SUL VELINO,464,Comune,38.825,-,16.825,17.305,-,11.144,10.841,1.095,1.810,0.190,-,-,6.735,-,104.770,-,44.065,148.835,70.39
2020,057023,Lazio,Rieti,CONCERVIANO,279,Comune,-,-,-,-,-,-,-,1.040,-,-,-,-,5.600,-,6.640,-,145.010,151.650,4.38
2020,057024,Lazio,Rieti,CONFIGNI,575,Comune,32.295,-,18.415,27.310,-,2.768,8.874,2.170,-,-,-,-,5.620,1.729,99.181,-,47.290,146.471,67.71
2020,057025,Lazio,Rieti,CONTIGLIANO,3830,Comune,230.068,43.940,133.635,140.587,-,34.462,23.189,57.465,-,2.070,-,3.240,130.680,4.196,803.532,-,373.280,1176.812,68.28
2020,057026,Lazio,Rieti,COTTANELLO,530,Comune,22.500,-,15.315,25.429,-,3.349,9.310,2.267,-,-,-,-,6.975,1.814,86.958,-,39.550,126.508,68.74
2020,057027,Lazio,Rieti,FARA IN SABINA,13568,Comune,1125.760,58.000,515.300,685.590,-,62.458,226.383,62.290,45.140,0.490,0.910,132.640,127.850,44.313,3087.125,-,1720.480,4807.605,64.21
2020,057028,Lazio,Rieti,FIAMIGNANO,1240,Comune,106.535,-,34.485,66.008,-,11.410,34.230,10.210,1.970,-,-,-,12.500,10.040,287.388,-,118.930,406.318,70.73
2020,057029,Lazio,Rieti,FORANO,3065,Vedi aggregazione: Unione 'Bassa Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057030,Lazio,Rieti,FRASSO SABINO,717,Comune,70.750,-,26.210,26.750,-,19.974,8.560,5.491,1.000,0.330,-,-,9.150,-,168.215,-,63.630,231.845,72.56
2020,057031,Lazio,Rieti,GRECCIO,1481,Comune,149.339,-,95.525,95.159,-,9.943,36.037,2.213,1.720,0.230,-,1.875,9.250,7.021,408.311,-,149.145,557.456,73.25
2020,057032,Lazio,Rieti,LABRO,377,Comune,32.775,-,11.810,27.791,-,2.247,8.146,2.125,0.340,0.090,-,-,4.420,1.587,91.331,-,48.725,140.056,65.21
2020,057033,Lazio,Rieti,LEONESSA,2174,Comune,-,24.300,34.260,39.880,24.350,1.343,4.869,12.510,5.420,-,-,-,14.610,0.949,162.491,-,1165.915,1328.406,12.23
2020,057034,Lazio,Rieti,LONGONE SABINO,558,Comune,-,-,3.820,-,-,-,-,0.860,-,-,-,-,-,-,4.680,2.907,264.040,271.627,1.72
2020,057035,Lazio,Rieti,MAGLIANO SABINA,3527,Comune,418.940,12.440,192.040,152.880,58.420,35.280,103.040,33.005,8.870,4.355,52.905,-,92.840,-,1165.015,-,360.320,1525.335,76.38
2020,057036,Lazio,Rieti,MARCETELLI,76,Comune,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.610,27.700,29.310,-
2020,057037,Lazio,Rieti,MICIGLIANO,110,Comune,-,-,-,-,-,-,-,0.761,-,-,-,-,-,-,0.761,13.740,75.660,90.161,0.84
2020,057038,Lazio,Rieti,MOMPEO,491,Comune,47.230,0.987,17.735,25.161,-,2.102,7.617,4.527,1.330,0.046,-,-,14.752,1.484,122.971,-,41.660,164.631,74.70
2020,057039,Lazio,Rieti,MONTASOLA,377,Comune,20.045,-,9.875,13.490,-,4.290,10.310,4.213,-,0.670,-,-,3.680,3.030,69.603,-,25.825,95.428,72.94
2020,057043,Lazio,Rieti,MONTE SAN GIOVANNI IN SABINA,644,Comune,-,-,1.140,8.370,-,-,1.430,-,-,-,-,-,-,-,10.940,-,330.930,341.870,3.20
2020,057040,Lazio,Rieti,MONTEBUONO,862,Comune,67.465,-,27.290,49.300,-,2.800,10.147,1.850,2.740,-,-,-,6.280,3.953,171.825,-,88.187,260.012,66.08
2020,057041,Lazio,Rieti,MONTELEONE SABINO,1185,Vedi aggregazione: Unione dei Comuni della Valle dell'Olio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057042,Lazio,Rieti,MONTENERO SABINO,278,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057044,Lazio,Rieti,MONTOPOLI DI SABINA,4150,Vedi aggregazione: Unione 'Bassa Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057045,Lazio,Rieti,MORRO REATINO,344,Comune,20.815,-,9.760,16.670,-,1.727,6.259,0.787,1.330,0.500,-,-,3.615,1.219,62.683,-,25.210,87.893,71.32
2020,057046,Lazio,Rieti,NESPOLO,186,Comune,15.475,-,6.880,12.530,-,-,11.215,0.640,-,-,-,-,4.020,-,50.760,-,34.705,85.465,59.39
2020,057047,Lazio,Rieti,ORVINIO,383,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057048,Lazio,Rieti,PAGANICO,149,Comune,14.805,-,5.955,8.498,-,0.012,7.822,1.660,-,-,2.235,-,8.240,0.008,49.235,-,37.900,87.135,56.50
2020,057049,Lazio,Rieti,PESCOROCCHIANO,1926,Comune,167.128,-,48.650,101.812,-,15.580,46.730,8.245,5.560,-,-,-,28.560,13.700,435.965,-,212.815,648.780,67.20
2020,057050,Lazio,Rieti,PETRELLA SALTO,1047,Comune,98.112,-,30.380,76.010,-,5.269,19.096,7.940,-,-,-,-,10.970,3.720,251.497,-,152.450,403.947,62.26
2020,057051,Lazio,Rieti,POGGIO BUSTONE,1899,Comune,-,-,9.200,12.232,1.902,0.579,2.100,3.300,1.110,-,-,-,10.900,0.409,41.732,-,914.800,956.532,4.36
2020,057052,Lazio,Rieti,POGGIO CATINO,1242,Comune,100.740,-,41.185,78.100,-,10.541,22.621,6.735,1.690,-,-,-,20.150,4.407,286.168,-,210.642,496.810,57.60
2020,057053,Lazio,Rieti,POGGIO MIRTETO,6181,Vedi aggregazione: Unione 'Bassa Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057054,Lazio,Rieti,POGGIO MOIANO,2789,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057055,Lazio,Rieti,POGGIO NATIVO,2509,Comune,209.140,-,73.020,100.628,-,17.943,94.589,-,-,1.380,-,-,32.310,2.260,531.270,-,327.840,859.110,61.84
2020,057056,Lazio,Rieti,POGGIO SAN LORENZO,510,Comune,50.875,-,18.830,26.985,-,18.361,7.869,5.726,1.580,0.260,-,-,9.315,-,139.801,-,47.940,187.741,74.47
2020,057057,Lazio,Rieti,POSTA,584,Comune,48.195,-,26.885,50.016,-,3.357,12.168,4.535,-,0.050,-,-,3.580,2.370,151.156,-,82.990,234.146,64.56
2020,057058,Lazio,Rieti,POZZAGLIA SABINA,313,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057059,Lazio,Rieti,RIETI,46193,Comune,3710.240,960.740,2190.920,2164.187,696.980,324.393,453.895,431.440,-,13.220,144.940,482.000,452.220,182.905,12208.080,-,9207.600,21415.680,57.01
2020,057060,Lazio,Rieti,RIVODUTRI,1156,Comune,92.255,-,44.620,70.828,-,6.242,22.625,7.450,-,-,-,-,12.295,4.408,260.722,-,105.905,366.627,71.11
2020,057062,Lazio,Rieti,ROCCA SINIBALDA,778,Comune,45.695,-,23.700,34.964,-,0.175,37.783,4.580,-,-,-,-,25.620,0.123,172.640,-,172.120,344.760,50.08
2020,057061,Lazio,Rieti,ROCCANTICA,544,Comune,36.760,-,13.350,29.227,-,2.031,5.913,3.847,-,-,-,-,7.235,2.304,100.667,-,50.115,150.782,66.76
2020,057063,Lazio,Rieti,SALISANO,507,Vedi aggregazione: Unione 'Bassa Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057064,Lazio,Rieti,SCANDRIGLIA,3099,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057065,Lazio,Rieti,SELCI,1076,Comune,80.075,-,26.495,51.558,-,5.201,17.038,4.310,3.200,0.020,-,-,8.210,3.319,199.427,-,75.940,275.367,72.42
2020,057066,Lazio,Rieti,STIMIGLIANO,2322,Vedi aggregazione: Unione 'Bassa Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057067,Lazio,Rieti,TARANO,1398,Vedi aggregazione: Unione 'Bassa Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057068,Lazio,Rieti,TOFFIA,1038,Vedi aggregazione: Unione dei Comuni della Valle dell'Olio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057070,Lazio,Rieti,TORRI IN SABINA,1220,Vedi aggregazione: Unione 'Bassa Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057069,Lazio,Rieti,TORRICELLA IN SABINA,1361,Vedi aggregazione: Unione 'Alta Sabina',-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2020,057071,Lazio,Rieti,TURANIA,214,Comune,21.010,-,7.080,12.590,-,-,12.100,3.140,-,-,1.500,-,9.660,-,67.080,-,32.000,99.080,67.70
2020,057072,Lazio,Rieti,VACONE,223,Comune,18.125,-,9.550,12.955,-,2.228,5.610,0.740,-,-,-,-,2.780,1.093,53.081,-,19.885,72.966,72.75
2020,057073,Lazio,Rieti,VARCO SABINO,176,Comune,-,-,-,-,-,-,-,0.650,-,-,-,-,6.780,-,7.430,-,113.255,120.685,6.16
2020,058001,Lazio,Roma,AFFILE,1458,Comune,-,-,18.120,30.860,-,1.131,4.100,-,8.890,3.580,-,-,-,1.599,68.280,-,560.210,628.490,10.86
2020,058002,Lazio,Roma,AGOSTA,1697,Comune,105.210,-,63.890,22.281,11.780,3.447,70.528,4.410,2.638,-,11.760,-,23.810,4.874,324.628,-,147.081,471.709,68.82
2020,058003,Lazio,Roma,ALBANO LAZIALE,39349,Comune,4692.040,559.890,1927.480,837.557,-,209.756,1842.935,209.425,272.920,34.473,47.850,370.870,1364.540,183.582,12553.318,-,3257.740,15811.058,79.40
2020,058004,Lazio,Roma,ALLUMIERE,3823,Comune,135.310,29.020,152.160,154.720,57.660,25.540,111.220,32.965,14.920,8.549,57.345,-,65.370,-,844.779,-,527.230,1372.009,61.57
2020,058005,Lazio,Roma,ANGUILLARA SABAZIA,19101,Comune,1958.480,721.480,914.570,845.210,285.340,97.560,662.370,123.365,102.220,14.932,286.515,286.680,205.530,3.140,6507.392,-,2111.120,8618.512,75.51
2020,058006,Lazio,Roma,ANTICOLI CORRADO,818,Aggregazione: UNIONE COMUNI MEDANIENE,388.840,4.480,181.660,137.177,58.540,54.432,217.813,33.490,19.883,4.290,73.750,-,46.530,33.507,1254.392,-,765.543,2019.935,62.10
2020,058007,Lazio,Roma,ANZIO,52373,Comune,3761.220,4312.640,1834.260,1910.640,645.880,442.390,1477.300,147.016,48.754,46.457,785.595,-,482.920,390.130,16285.202,-,17226.000,33511.202,48.60
